id,topic
880557256227471360,https://www.snopes.com/fact-check/planned-parenthood-prenatal-care/
880555874644832256,https://www.snopes.com/fact-check/wikileaks-cofirms-hillary-clinton-sold-weapons-to-isis/
880555754633154561,https://www.snopes.com/fact-check/jeff-sessions-pacific-island/
880554862529982464,https://www.snopes.com/fact-check/mitch-mcconnell-polio-government-healthcare/
880553759784411137,https://www.snopes.com/fact-check/hitler-start-wwiii/
880550204814086144,https://www.snopes.com/fact-check/daith-piercing-migraines/
880549480956702722,https://www.snopes.com/fact-check/hitler-start-wwiii/
880549231580385280,https://www.snopes.com/fact-check/trumps-grandfather-bavaria-deport/
880547721316372480,https://www.snopes.com/fact-check/dog-mayor-rabbit-hash/
880547475244720128,https://www.snopes.com/fact-check/hitler-start-wwiii/
880547396316418049,https://www.snopes.com/fact-check/hitler-start-wwiii/
880547382643089408,https://www.snopes.com/fact-check/noah39s-ark-discovery/
880547036822593538,https://www.snopes.com/fact-check/hitler-start-wwiii/
880546970837766144,https://www.snopes.com/fact-check/hitler-start-wwiii/
880546935047806977,https://www.snopes.com/fact-check/bush-nra-resignation/
880545843417276416,https://www.snopes.com/fact-check/hitler-start-wwiii/
880545746545659904,https://www.snopes.com/fact-check/hitler-start-wwiii/
880545279845564418,https://www.snopes.com/fact-check/lbj-convince-the-lowest-white-man/
880543439644798977,https://www.snopes.com/fact-check/huckabee-son-dog/
880541959848304641,https://www.snopes.com/fact-check/mitch-mcconnell-polio-government-healthcare/
880541141929607168,https://www.snopes.com/fact-check/hillary-clinton-uranium-russia-deal/
880540543025004545,https://www.snopes.com/fact-check/1998-trump-people-quote/
880535992863608832,https://www.snopes.com/fact-check/hamas-wedding-girls/
880532527089197060,https://www.snopes.com/fact-check/trump-diarrhea-golf-course/
880532380917706752,https://www.snopes.com/fact-check/kfc-dearborn-shariah-law/
880531408686530562,https://www.snopes.com/fact-check/flathead-lake/
880531396166524928,https://www.snopes.com/fact-check/hamas-wedding-girls/
880530713027596290,https://www.snopes.com/fact-check/baby-grenfell-tower-fire/
880530351893958657,https://www.snopes.com/fact-check/flathead-lake/
880530307174346752,https://www.snopes.com/fact-check/hillary-clinton-freed-child-rapist-laughed-about-it/
880529767853895682,https://www.snopes.com/fact-check/trump-fake-time-covers/
880529457852719105,https://www.snopes.com/fact-check/did-mad-magazine-publish-a-trump-cartoon-in-1992/
880529365813088256,https://www.snopes.com/fact-check/members-congress-health-care/
880527584253161472,https://www.snopes.com/fact-check/mitch-mcconnell-polio-government-healthcare/
880525753233719296,https://www.snopes.com/fact-check/illegal-immigrants-2008-election/
880524050522677248,https://www.snopes.com/fact-check/presidential-s-say/
880524039646621696,https://www.snopes.com/fact-check/baby-grenfell-tower-fire/
880523417514127360,https://www.snopes.com/fact-check/hillary-clinton-robert-mueller-uranium/
880522860225339393,https://www.snopes.com/fact-check/gray-death/
880522296552587264,https://www.snopes.com/fact-check/charleston-church-shooter-dylann-roof-raped-cell/
880521954385551364,https://www.snopes.com/fact-check/balls-up/
880521785980137472,https://www.snopes.com/fact-check/steel-barrel-graves-bill-hillary-clinton-estate-crime-scene/
880520357207318528,https://www.snopes.com/fact-check/baby-grenfell-tower-fire/
880519847817338883,https://www.snopes.com/fact-check/mitch-mcconnell-polio-government-healthcare/
880518057549905920,https://www.snopes.com/fact-check/baby-grenfell-tower-fire/
880517529751441408,https://www.snopes.com/fact-check/noahs-ark-park-flooded/
880517451514994689,https://www.snopes.com/fact-check/noahs-ark-park-flooded/
880516995552333825,https://www.snopes.com/fact-check/trump-flies-sick-boy/
880516585928216576,https://www.snopes.com/fact-check/noahs-ark-park-flooded/
880515494742306816,https://www.snopes.com/fact-check/baby-grenfell-tower-fire/
880515032819347456,https://www.snopes.com/fact-check/baby-grenfell-tower-fire/
880514726349881344,https://www.snopes.com/fact-check/fareed-zakaria-jihad/
880514470430330880,https://www.snopes.com/fact-check/noahs-ark-park-flooded/
880514237986099201,https://www.snopes.com/fact-check/dog-mayor-rabbit-hash/
880514033488609280,https://www.snopes.com/fact-check/hillary-clinton-uranium-russia-deal/
880513329978003456,https://www.snopes.com/fact-check/baby-grenfell-tower-fire/
880513324445716480,https://www.snopes.com/fact-check/baby-grenfell-tower-fire/
880513320863678464,https://www.snopes.com/fact-check/baby-grenfell-tower-fire/
880512797263540224,https://www.snopes.com/fact-check/huckabee-son-dog/
880512230902640641,https://www.snopes.com/fact-check/democrat-shooters-list/
880510099550240770,https://www.snopes.com/fact-check/huckabee-son-dog/
880509735946117120,https://www.snopes.com/fact-check/trump-fake-time-covers/
880509351500193792,https://www.snopes.com/fact-check/hillary-sand-wikileaks-dump/
880509332990943232,https://www.snopes.com/fact-check/hillary-clinton-uranium-russia-deal/
880508940081127425,https://www.snopes.com/fact-check/mike-pence-supported-gay-conversion-therapy/
